Site Name ,ODYLIGHT002
544,02/08/2023 , 02:24:10,0,0
545,02/08/2023 , 02:39:10,0,0
546,02/08/2023 , 02:54:10,0,0
547,02/08/2023 , 03:09:10,0,0
548,02/08/2023 , 03:24:10,0,0
549,02/08/2023 , 03:39:10,0,0
550,02/08/2023 , 03:54:10,0,0
551,02/08/2023 , 04:09:10,0,0
552,02/08/2023 , 04:24:10,0,0
553,02/08/2023 , 04:39:10,0,0
554,02/08/2023 , 04:54:10,0,0
555,02/08/2023 , 05:09:10,0,0
556,02/08/2023 , 05:24:10,0,0
557,02/08/2023 , 05:39:10,0,0
558,02/08/2023 , 05:54:10,0,0
559,02/08/2023 , 06:09:10,0,0
560,02/08/2023 , 06:24:10,0,0
561,02/08/2023 , 06:39:10,17,14
562,02/08/2023 , 06:54:10,136,112.3
563,02/08/2023 , 07:09:10,633,522.6
564,02/08/2023 , 07:24:10,672,554.8
565,02/08/2023 , 07:39:10,66,54.5
566,02/08/2023 , 07:54:10,182,150.3
567,02/08/2023 , 08:09:10,203,167.6
568,02/08/2023 , 08:24:10,420,346.7
569,02/08/2023 , 08:39:10,695,573.8
570,02/08/2023 , 08:54:10,1718,1418.3
571,02/08/2023 , 09:09:10,1871,1544.6
572,02/08/2023 , 09:24:10,1208,997.3
573,02/08/2023 , 09:39:10,642,530
574,02/08/2023 , 09:54:10,190,156.9
575,02/08/2023 , 10:09:10,605,499.5
576,02/08/2023 , 10:24:10,1043,861.1
577,02/08/2023 , 10:39:10,1400,1155.8
578,02/08/2023 , 10:54:10,1403,1158.3
579,02/08/2023 , 11:09:10,1790,1477.7
580,02/08/2023 , 11:24:10,2535,2092.8
581,02/08/2023 , 11:39:10,3683,3040.5
582,02/08/2023 , 11:54:10,6061,5003.7
583,02/08/2023 , 12:09:10,4400,3632.5
584,02/08/2023 , 12:24:10,4377,3613.5
585,02/08/2023 , 12:39:10,4011,3311.3
586,02/08/2023 , 12:54:10,4320,3566.4
587,02/08/2023 , 13:09:10,4105,3388.9
588,02/08/2023 , 13:24:10,2727,2251.3
589,02/08/2023 , 13:39:10,2778,2293.4
590,02/08/2023 , 13:54:10,4774,3941.2
591,02/08/2023 , 14:09:10,4648,3837.2
592,02/08/2023 , 14:24:10,3011,2485.8
593,02/08/2023 , 14:39:10,1223,1009.7
594,02/08/2023 , 14:54:10,449,370.7
595,02/08/2023 , 15:09:10,215,177.5
596,02/08/2023 , 15:24:10,134,110.6
597,02/08/2023 , 15:39:10,262,216.3
598,02/08/2023 , 15:54:10,508,419.4
599,02/08/2023 , 16:09:10,625,516
600,02/08/2023 , 16:24:10,898,741.4
601,02/08/2023 , 16:39:10,1025,846.2
602,02/08/2023 , 16:54:10,998,823.9
603,02/08/2023 , 17:09:10,1176,970.9
604,02/08/2023 , 17:24:10,789,651.4
605,02/08/2023 , 17:39:10,726,599.4
606,02/08/2023 , 17:54:10,606,500.3
607,02/08/2023 , 18:09:10,506,417.7
608,02/08/2023 , 18:24:10,456,376.5
609,02/08/2023 , 18:39:10,544,449.1
610,02/08/2023 , 18:54:10,562,464
611,02/08/2023 , 19:09:10,472,389.7
612,02/08/2023 , 19:24:10,316,260.9
613,02/08/2023 , 19:39:10,268,221.2
614,02/08/2023 , 19:54:10,281,232
615,02/08/2023 , 20:09:10,158,130.4
616,02/08/2023 , 20:24:10,40,33
617,02/08/2023 , 20:39:10,1,0.8
618,02/08/2023 , 20:54:10,0,0
619,02/08/2023 , 21:09:10,0,0
620,02/08/2023 , 21:24:10,0,0
621,02/08/2023 , 21:39:10,0,0
622,02/08/2023 , 21:54:10,0,0
623,02/08/2023 , 22:09:10,0,0
624,02/08/2023 , 22:24:10,0,0
625,02/08/2023 , 22:39:10,0,0
626,02/08/2023 , 22:54:10,0,0
627,02/08/2023 , 23:09:10,0,0
628,02/08/2023 , 23:24:10,0,0
629,02/08/2023 , 23:39:10,0,0
630,02/08/2023 , 23:54:10,0,0
631,03/08/2023 , 00:09:10,0,0
632,03/08/2023 , 00:24:10,0,0
633,03/08/2023 , 00:39:10,0,0
634,03/08/2023 , 00:54:10,0,0
635,03/08/2023 , 01:09:10,0,0
636,03/08/2023 , 01:24:10,0,0
637,03/08/2023 , 01:39:10,0,0
638,03/08/2023 , 01:54:10,0,0
639,03/08/2023 , 02:09:10,0,0
640,03/08/2023 , 02:24:10,0,0
641,03/08/2023 , 02:39:10,0,0
642,03/08/2023 , 02:54:10,0,0
643,03/08/2023 , 03:09:10,0,0
644,03/08/2023 , 03:24:10,0,0
645,03/08/2023 , 03:39:10,0,0
646,03/08/2023 , 03:54:10,0,0
647,03/08/2023 , 04:09:10,0,0
648,03/08/2023 , 04:24:10,0,0
649,03/08/2023 , 04:39:10,0,0
650,03/08/2023 , 04:54:10,0,0
651,03/08/2023 , 05:09:10,0,0
652,03/08/2023 , 05:24:10,0,0
653,03/08/2023 , 05:39:10,0,0
654,03/08/2023 , 05:54:10,0,0
655,03/08/2023 , 06:09:10,0,0
656,03/08/2023 , 06:24:10,0,0
657,03/08/2023 , 06:39:10,25,20.6
658,03/08/2023 , 06:54:10,94,77.6
659,03/08/2023 , 07:09:10,187,154.4
660,03/08/2023 , 07:24:10,279,230.3
661,03/08/2023 , 07:39:10,479,395.4
662,03/08/2023 , 07:54:10,881,727.3
663,03/08/2023 , 08:09:10,1555,1283.7
664,03/08/2023 , 08:24:10,1638,1352.3
665,03/08/2023 , 08:39:10,2164,1786.5
666,03/08/2023 , 08:54:10,2615,2158.8
667,03/08/2023 , 09:09:10,3169,2616.2
668,03/08/2023 , 09:24:10,3615,2984.4
669,03/08/2023 , 09:39:10,4133,3412
670,03/08/2023 , 09:54:10,4521,3732.3
671,03/08/2023 , 10:09:10,4955,4090.6
672,03/08/2023 , 10:24:10,5719,4721.4
673,03/08/2023 , 10:39:10,6275,5180.4
674,03/08/2023 , 10:54:10,6865,5667.5
675,03/08/2023 , 11:09:10,7428,6132.2
676,03/08/2023 , 11:24:10,7969,6578.9
677,03/08/2023 , 11:39:10,7770,6414.6
678,03/08/2023 , 11:54:10,8072,6663.9
679,03/08/2023 , 12:09:10,9106,7517.5
680,03/08/2023 , 12:24:10,9539,7875
681,03/08/2023 , 12:39:10,9854,8135
682,03/08/2023 , 12:54:10,10161,8388.5
683,03/08/2023 , 13:09:10,10452,8628.7
684,03/08/2023 , 13:24:10,10681,8817.8
685,03/08/2023 , 13:39:10,10944,9034.9
686,03/08/2023 , 13:54:10,10948,9038.2
687,03/08/2023 , 14:09:10,10714,8845
688,03/08/2023 , 14:24:10,10627,8773.2
689,03/08/2023 , 14:39:10,10516,8681.6
690,03/08/2023 , 14:54:10,10314,8514.8
691,03/08/2023 , 15:09:10,10098,8336.5
692,03/08/2023 , 15:24:10,9621,7942.7
693,03/08/2023 , 15:39:10,9177,7576.1
694,03/08/2023 , 15:54:10,8725,7203
695,03/08/2023 , 16:09:10,7962,6573.1
696,03/08/2023 , 16:24:10,7462,6160.3
697,03/08/2023 , 16:39:10,7424,6128.9
698,03/08/2023 , 16:54:10,4401,3633.3
699,03/08/2023 , 17:09:10,5994,4948.4
700,03/08/2023 , 17:24:10,2804,2314.9
701,03/08/2023 , 17:39:10,4105,3388.9
702,03/08/2023 , 17:54:10,3989,3293.2
703,03/08/2023 , 18:09:10,3327,2746.6
704,03/08/2023 , 18:24:10,2769,2286
705,03/08/2023 , 18:39:10,2254,1860.8
706,03/08/2023 , 18:54:10,1765,1457.1
707,03/08/2023 , 19:09:10,1331,1098.8
708,03/08/2023 , 19:24:10,950,784.3
709,03/08/2023 , 19:39:10,603,497.8
710,03/08/2023 , 19:54:10,324,267.5
711,03/08/2023 , 20:09:10,143,118.1
712,03/08/2023 , 20:24:10,34,28.1
713,03/08/2023 , 20:39:10,2,1.7
714,03/08/2023 , 20:54:10,0,0
715,03/08/2023 , 21:09:10,0,0
716,03/08/2023 , 21:24:10,0,0
717,03/08/2023 , 21:39:10,0,0
718,03/08/2023 , 21:54:10,0,0
719,03/08/2023 , 22:09:10,0,0
720,03/08/2023 , 22:24:10,0,0
721,03/08/2023 , 22:39:10,0,0
722,03/08/2023 , 22:54:10,0,0
723,03/08/2023 , 23:09:10,0,0
724,03/08/2023 , 23:24:10,0,0
725,03/08/2023 , 23:39:10,0,0
726,03/08/2023 , 23:54:10,0,0
727,04/08/2023 , 00:09:10,0,0
728,04/08/2023 , 00:24:10,0,0
729,04/08/2023 , 00:39:10,0,0
730,04/08/2023 , 00:54:10,0,0
731,04/08/2023 , 01:09:10,0,0
732,04/08/2023 , 01:24:10,0,0
733,04/08/2023 , 01:39:10,0,0
734,04/08/2023 , 01:54:10,0,0
735,04/08/2023 , 02:09:10,0,0
736,04/08/2023 , 02:24:10,0,0
737,04/08/2023 , 02:39:10,0,0
738,04/08/2023 , 02:54:10,0,0
739,04/08/2023 , 03:09:10,0,0
740,04/08/2023 , 03:24:10,0,0
741,04/08/2023 , 03:39:10,0,0
742,04/08/2023 , 03:54:10,0,0
743,04/08/2023 , 04:09:10,0,0
744,04/08/2023 , 04:24:10,0,0
745,04/08/2023 , 04:39:10,0,0
746,04/08/2023 , 04:54:10,0,0
747,04/08/2023 , 05:09:10,0,0
748,04/08/2023 , 05:24:10,0,0
749,04/08/2023 , 05:39:10,0,0
750,04/08/2023 , 05:54:10,0,0
751,04/08/2023 , 06:09:10,0,0
752,04/08/2023 , 06:24:10,0,0
753,04/08/2023 , 06:39:10,27,22.3
754,04/08/2023 , 06:54:10,125,103.2
755,04/08/2023 , 07:09:10,304,251
756,04/08/2023 , 07:24:10,570,470.6
757,04/08/2023 , 07:39:10,784,647.2
758,04/08/2023 , 07:54:10,995,821.4
759,04/08/2023 , 08:09:10,1408,1162.4
760,04/08/2023 , 08:24:10,1821,1503.3
761,04/08/2023 , 08:39:10,2248,1855.9
762,04/08/2023 , 08:54:10,2351,1940.9
763,04/08/2023 , 09:09:10,2701,2229.8
764,04/08/2023 , 09:24:10,3528,2912.6
765,04/08/2023 , 09:39:10,4251,3509.4
766,04/08/2023 , 09:54:10,3789,3128
767,04/08/2023 , 10:09:10,4751,3922.2
768,04/08/2023 , 10:24:10,5445,4495.2
769,04/08/2023 , 10:39:10,5917,4884.8
770,04/08/2023 , 10:54:10,6041,4987.2
771,04/08/2023 , 11:09:10,6394,5278.6
772,04/08/2023 , 11:24:10,7158,5909.3
773,04/08/2023 , 11:39:10,7430,6133.9
774,04/08/2023 , 11:54:10,7879,6504.6
775,04/08/2023 , 12:09:10,8199,6768.7
776,04/08/2023 , 12:24:10,8497,7014.8
777,04/08/2023 , 12:39:10,8572,7076.7
778,04/08/2023 , 12:54:10,8444,6971
779,04/08/2023 , 13:09:10,7922,6540.1
780,04/08/2023 , 13:24:10,9062,7481.2
781,04/08/2023 , 13:39:10,9685,7995.5
782,04/08/2023 , 13:54:10,8232,6796
783,04/08/2023 , 14:09:10,6740,5564.3
784,04/08/2023 , 14:24:10,8502,7018.9
785,04/08/2023 , 14:39:10,5404,4461.3
786,04/08/2023 , 14:54:10,6953,5740.1
787,04/08/2023 , 15:09:10,6073,5013.6
788,04/08/2023 , 15:24:10,5879,4853.5
789,04/08/2023 , 15:39:10,6715,5543.6
790,04/08/2023 , 15:54:10,5044,4164.1
791,04/08/2023 , 16:09:10,5248,4332.5
792,04/08/2023 , 16:24:10,6292,5194.4
793,04/08/2023 , 16:39:10,5655,4668.5
794,04/08/2023 , 16:54:10,5679,4688.3
795,04/08/2023 , 17:09:10,4808,3969.3
796,04/08/2023 , 17:24:10,4293,3544.1
797,04/08/2023 , 17:39:10,3675,3033.9
798,04/08/2023 , 17:54:10,3137,2589.8
799,04/08/2023 , 18:09:10,2576,2126.6
800,04/08/2023 , 18:24:10,2121,1751
801,04/08/2023 , 18:39:10,1738,1434.8
802,04/08/2023 , 18:54:10,1408,1162.4
803,04/08/2023 , 19:09:10,1130,932.9
804,04/08/2023 , 19:24:10,749,618.3
805,04/08/2023 , 19:39:10,493,407
806,04/08/2023 , 19:54:10,268,221.2
807,04/08/2023 , 20:09:10,118,97.4
808,04/08/2023 , 20:24:10,28,23.1
809,04/08/2023 , 20:39:10,1,0.8
810,04/08/2023 , 20:54:10,0,0
811,04/08/2023 , 21:09:10,0,0
812,04/08/2023 , 21:24:10,0,0
813,04/08/2023 , 21:39:10,0,0
814,04/08/2023 , 21:54:10,0,0
815,04/08/2023 , 22:09:10,0,0
816,04/08/2023 , 22:24:10,0,0
817,04/08/2023 , 22:39:10,0,0
818,04/08/2023 , 22:54:10,0,0
819,04/08/2023 , 23:09:10,0,0
820,04/08/2023 , 23:24:10,0,0
821,04/08/2023 , 23:39:10,0,0
822,04/08/2023 , 23:54:10,0,0
823,05/08/2023 , 00:09:10,0,0
824,05/08/2023 , 00:24:10,0,0
825,05/08/2023 , 00:39:10,0,0
826,05/08/2023 , 00:54:10,0,0
827,05/08/2023 , 01:09:10,0,0
828,05/08/2023 , 01:24:10,0,0
829,05/08/2023 , 01:39:10,0,0
830,05/08/2023 , 01:54:10,0,0
831,05/08/2023 , 02:09:10,0,0
832,05/08/2023 , 02:24:10,0,0
833,05/08/2023 , 02:39:10,0,0
834,05/08/2023 , 02:54:10,0,0
835,05/08/2023 , 03:09:10,0,0
836,05/08/2023 , 03:24:10,0,0
837,05/08/2023 , 03:39:10,0,0
838,05/08/2023 , 03:54:10,0,0
839,05/08/2023 , 04:09:10,0,0
840,05/08/2023 , 04:24:10,0,0
841,05/08/2023 , 04:39:10,0,0
842,05/08/2023 , 04:54:10,0,0
843,05/08/2023 , 05:09:10,0,0
844,05/08/2023 , 05:24:10,0,0
845,05/08/2023 , 05:39:10,0,0
846,05/08/2023 , 05:54:10,0,0
847,05/08/2023 , 06:09:10,0,0
848,05/08/2023 , 06:24:10,0,0
849,05/08/2023 , 06:39:10,21,17.3
850,05/08/2023 , 06:54:10,85,70.2
851,05/08/2023 , 07:09:10,197,162.6
852,05/08/2023 , 07:24:10,427,352.5
853,05/08/2023 , 07:39:10,706,582.8
854,05/08/2023 , 07:54:10,1036,855.3
855,05/08/2023 , 08:09:10,1201,991.5
856,05/08/2023 , 08:24:10,1603,1323.4
857,05/08/2023 , 08:39:10,2036,1680.8
858,05/08/2023 , 08:54:10,2201,1817.1
859,05/08/2023 , 09:09:10,2173,1793.9
860,05/08/2023 , 09:24:10,3816,3150.3
861,05/08/2023 , 09:39:10,2764,2281.8
862,05/08/2023 , 09:54:10,4290,3541.6
863,05/08/2023 , 10:09:10,5242,4327.6
864,05/08/2023 , 10:24:10,5523,4559.6
865,05/08/2023 , 10:39:10,2496,2060.6
866,05/08/2023 , 10:54:10,2654,2191
867,05/08/2023 , 11:09:10,7130,5886.2
868,05/08/2023 , 11:24:10,5259,4341.6
869,05/08/2023 , 11:39:10,5418,4472.9
870,05/08/2023 , 11:54:10,6217,5132.5
871,05/08/2023 , 12:09:10,6208,5125.1
872,05/08/2023 , 12:24:10,6729,5555.2
873,05/08/2023 , 12:39:10,7355,6072
874,05/08/2023 , 12:54:10,5583,4609.1
875,05/08/2023 , 13:09:10,2536,2093.6
876,05/08/2023 , 13:24:10,1222,1008.8
877,05/08/2023 , 13:39:10,566,467.3
878,05/08/2023 , 13:54:10,175,144.5
879,05/08/2023 , 14:09:10,264,217.9
880,05/08/2023 , 14:24:10,575,474.7
881,05/08/2023 , 14:39:10,493,407
882,05/08/2023 , 14:54:10,391,322.8
883,05/08/2023 , 15:09:10,376,310.4
884,05/08/2023 , 15:24:10,623,514.3
885,05/08/2023 , 15:39:10,543,448.3
886,05/08/2023 , 15:54:10,547,451.6
887,05/08/2023 , 16:09:10,297,245.2
888,05/08/2023 , 16:24:10,292,241.1
889,05/08/2023 , 16:39:10,149,123
890,05/08/2023 , 16:54:10,104,85.9
891,05/08/2023 , 17:09:10,288,237.8
892,05/08/2023 , 17:24:10,551,454.9
893,05/08/2023 , 17:39:10,837,691
894,05/08/2023 , 17:54:10,851,702.5
895,05/08/2023 , 18:09:10,815,672.8
896,05/08/2023 , 18:24:10,742,612.6
897,05/08/2023 , 18:39:10,477,393.8
898,05/08/2023 , 18:54:10,393,324.4
899,05/08/2023 , 19:09:10,267,220.4
900,05/08/2023 , 19:24:10,318,262.5
901,05/08/2023 , 19:39:10,363,299.7
902,05/08/2023 , 19:54:10,209,172.5
903,05/08/2023 , 20:09:10,68,56.1
904,05/08/2023 , 20:24:10,13,10.7
905,05/08/2023 , 20:39:10,0,0
906,05/08/2023 , 20:54:10,0,0
907,05/08/2023 , 21:09:10,0,0
908,05/08/2023 , 21:24:10,0,0
909,05/08/2023 , 21:39:10,0,0
910,05/08/2023 , 21:54:10,0,0
911,05/08/2023 , 22:09:10,0,0
912,05/08/2023 , 22:24:10,0,0
913,05/08/2023 , 22:39:10,0,0
914,05/08/2023 , 22:54:10,0,0
915,05/08/2023 , 23:09:10,0,0
916,05/08/2023 , 23:24:10,0,0
917,05/08/2023 , 23:39:10,0,0
918,05/08/2023 , 23:54:10,0,0
919,06/08/2023 , 00:09:10,0,0
920,06/08/2023 , 00:24:10,0,0
921,06/08/2023 , 00:39:10,0,0
922,06/08/2023 , 00:54:10,0,0
923,06/08/2023 , 01:09:10,0,0
924,06/08/2023 , 01:24:10,0,0
925,06/08/2023 , 01:39:10,0,0
926,06/08/2023 , 01:54:10,0,0
927,06/08/2023 , 02:09:10,0,0
928,06/08/2023 , 02:24:10,0,0
929,06/08/2023 , 02:39:10,0,0
930,06/08/2023 , 02:54:10,0,0
931,06/08/2023 , 03:09:10,0,0
932,06/08/2023 , 03:24:10,0,0
933,06/08/2023 , 03:39:10,0,0
934,06/08/2023 , 03:54:10,0,0
935,06/08/2023 , 04:09:10,0,0
936,06/08/2023 , 04:24:10,0,0
937,06/08/2023 , 04:39:10,0,0
938,06/08/2023 , 04:54:10,0,0
939,06/08/2023 , 05:09:10,0,0
940,06/08/2023 , 05:24:10,0,0
941,06/08/2023 , 05:39:10,0,0
942,06/08/2023 , 05:54:10,0,0
943,06/08/2023 , 06:09:10,0,0
944,06/08/2023 , 06:24:10,0,0
945,06/08/2023 , 06:39:10,0,0
946,06/08/2023 , 06:54:10,8,6.6
947,06/08/2023 , 07:09:10,15,12.4
948,06/08/2023 , 07:24:10,34,28.1
949,06/08/2023 , 07:39:10,91,75.1
950,06/08/2023 , 07:54:10,192,158.5
951,06/08/2023 , 08:09:10,369,304.6
952,06/08/2023 , 08:24:10,418,345.1
953,06/08/2023 , 08:39:10,479,395.4
954,06/08/2023 , 08:54:10,595,491.2
955,06/08/2023 , 09:09:10,364,300.5
956,06/08/2023 , 09:24:10,450,371.5
957,06/08/2023 , 09:39:10,731,603.5
958,06/08/2023 , 09:54:10,612,505.2
959,06/08/2023 , 10:09:10,847,699.2
960,06/08/2023 , 10:24:10,1824,1505.8
961,06/08/2023 , 10:39:10,1888,1558.7
962,06/08/2023 , 10:54:10,1448,1195.4
963,06/08/2023 , 11:09:10,811,669.5
964,06/08/2023 , 11:24:10,1013,836.3
965,06/08/2023 , 11:39:10,1083,894.1
966,06/08/2023 , 11:54:10,3423,2825.9
967,06/08/2023 , 12:09:10,4767,3935.4
968,06/08/2023 , 12:24:10,3835,3166
969,06/08/2023 , 12:39:10,4607,3803.3
970,06/08/2023 , 12:54:10,5503,4543
971,06/08/2023 , 13:09:10,4912,4055.1
972,06/08/2023 , 13:24:10,7976,6584.6
973,06/08/2023 , 13:39:10,5788,4778.3
974,06/08/2023 , 13:54:10,8904,7350.8
975,06/08/2023 , 14:09:10,9139,7544.8
976,06/08/2023 , 14:24:10,10887,8987.8
977,06/08/2023 , 14:39:10,9223,7614.1
978,06/08/2023 , 14:54:10,4994,4122.8
979,06/08/2023 , 15:09:10,5023,4146.8
980,06/08/2023 , 15:24:10,4899,4044.4
981,06/08/2023 , 15:39:10,5026,4149.3
982,06/08/2023 , 15:54:10,8022,6622.6
983,06/08/2023 , 16:09:10,6875,5675.7
984,06/08/2023 , 16:24:10,3594,2967.1
985,06/08/2023 , 16:39:10,5658,4671
986,06/08/2023 , 16:54:10,4485,3702.6
987,06/08/2023 , 17:09:10,2500,2063.9
988,06/08/2023 , 17:24:10,2137,1764.2
989,06/08/2023 , 17:39:10,2060,1700.6
990,06/08/2023 , 17:54:10,1795,1481.9
991,06/08/2023 , 18:09:10,1568,1294.5
992,06/08/2023 , 18:24:10,1386,1144.2
993,06/08/2023 , 18:39:10,1069,882.5
994,06/08/2023 , 18:54:10,860,710
995,06/08/2023 , 19:09:10,670,553.1
996,06/08/2023 , 19:24:10,488,402.9
997,06/08/2023 , 19:39:10,315,260.1
998,06/08/2023 , 19:54:10,160,132.1
999,06/08/2023 , 20:09:10,49,40.5
1000,06/08/2023 , 20:24:10,7,5.8
1001,06/08/2023 , 20:39:10,0,0
1002,06/08/2023 , 20:54:10,0,0
1003,06/08/2023 , 21:09:10,0,0
1004,06/08/2023 , 21:24:10,0,0
1005,06/08/2023 , 21:39:10,0,0
1006,06/08/2023 , 21:54:10,0,0
1007,06/08/2023 , 22:09:10,0,0
1008,06/08/2023 , 22:24:10,0,0
1009,06/08/2023 , 22:39:10,0,0
1010,06/08/2023 , 22:54:10,0,0
1011,06/08/2023 , 23:09:10,0,0
1012,06/08/2023 , 23:24:10,0,0
1013,06/08/2023 , 23:39:10,0,0
1014,06/08/2023 , 23:54:10,0,0
1015,07/08/2023 , 00:09:10,0,0
1016,07/08/2023 , 00:24:10,0,0
1017,07/08/2023 , 00:39:10,0,0
1018,07/08/2023 , 00:54:10,0,0
1019,07/08/2023 , 01:09:10,0,0
1020,07/08/2023 , 01:24:10,0,0
1021,07/08/2023 , 01:39:10,0,0
1022,07/08/2023 , 01:54:10,0,0
1023,07/08/2023 , 02:09:10,0,0
1024,07/08/2023 , 02:24:10,0,0
1025,07/08/2023 , 02:39:10,0,0
1026,07/08/2023 , 02:54:10,0,0
1027,07/08/2023 , 03:09:10,0,0
1028,07/08/2023 , 03:24:10,0,0
1029,07/08/2023 , 03:39:10,0,0
1030,07/08/2023 , 03:54:10,0,0
1031,07/08/2023 , 04:09:10,0,0
1032,07/08/2023 , 04:24:10,0,0
1033,07/08/2023 , 04:39:10,0,0
1034,07/08/2023 , 04:54:10,0,0
1035,07/08/2023 , 05:09:10,0,0
1036,07/08/2023 , 05:24:10,0,0
1037,07/08/2023 , 05:39:10,0,0
1038,07/08/2023 , 05:54:10,0,0
1039,07/08/2023 , 06:09:10,0,0
1040,07/08/2023 , 06:24:10,0,0
1041,07/08/2023 , 06:39:10,12,9.9
1042,07/08/2023 , 06:54:10,56,46.2
1043,07/08/2023 , 07:09:10,129,106.5
1044,07/08/2023 , 07:24:10,249,205.6
1045,07/08/2023 , 07:39:10,573,473
1046,07/08/2023 , 07:54:10,1044,861.9
1047,07/08/2023 , 08:09:10,1228,1013.8
1048,07/08/2023 , 08:24:10,1386,1144.2
1049,07/08/2023 , 08:39:10,1667,1376.2
1050,07/08/2023 , 08:54:10,2280,1882.3
1051,07/08/2023 , 09:09:10,2962,2445.3
1052,07/08/2023 , 09:24:10,4064,3355.1
1053,07/08/2023 , 09:39:10,4468,3688.6
1054,07/08/2023 , 09:54:10,5044,4164.1
1055,07/08/2023 , 10:09:10,6044,4989.7
1056,07/08/2023 , 10:24:10,6875,5675.7
1057,07/08/2023 , 10:39:10,7727,6379.1
1058,07/08/2023 , 10:54:10,7194,5939.1
1059,07/08/2023 , 11:09:10,4465,3686.1
1060,07/08/2023 , 11:24:10,3391,2799.5
1061,07/08/2023 , 11:39:10,7165,5915.1
1062,07/08/2023 , 11:54:10,9044,7466.3
1063,07/08/2023 , 12:09:10,7593,6268.5
1064,07/08/2023 , 12:24:10,7771,6415.4
1065,07/08/2023 , 12:39:10,10110,8346.4
1066,07/08/2023 , 12:54:10,10087,8327.4
1067,07/08/2023 , 13:09:10,10202,8422.3
1068,07/08/2023 , 13:24:10,10234,8448.8
1069,07/08/2023 , 13:39:10,10256,8466.9
1070,07/08/2023 , 13:54:10,10280,8486.7
1071,07/08/2023 , 14:09:10,10205,8424.8
1072,07/08/2023 , 14:24:10,10061,8305.9
1073,07/08/2023 , 14:39:10,9942,8207.7
1074,07/08/2023 , 14:54:10,8106,6692
1075,07/08/2023 , 15:09:10,7543,6227.2
1076,07/08/2023 , 15:24:10,6543,5401.6
1077,07/08/2023 , 15:39:10,4957,4092.3
1078,07/08/2023 , 15:54:10,5859,4836.9
1079,07/08/2023 , 16:09:10,4978,4109.6
1080,07/08/2023 , 16:24:10,4380,3615.9
1081,07/08/2023 , 16:39:10,3790,3128.9
1082,07/08/2023 , 16:54:10,3819,3152.8
1083,07/08/2023 , 17:09:10,3016,2489.9
1084,07/08/2023 , 17:24:10,2946,2432.1
1085,07/08/2023 , 17:39:10,2768,2285.1
1086,07/08/2023 , 17:54:10,2789,2302.5
1087,07/08/2023 , 18:09:10,2486,2052.3
1088,07/08/2023 , 18:24:10,3028,2499.8
1089,07/08/2023 , 18:39:10,2546,2101.9
1090,07/08/2023 , 18:54:10,1681,1387.8
